,O,H,L,C,V,UD,委買張數,委買筆數,委賣張數,委賣筆數,自營cbc,自營cbv,自營csc,自營csv,自營cbsc,自營cbsv,自營cbcoi,自營cbvoi,自營cscoi,自營csvoi,自營cbscoi,自營cbsvoi,自營pbc,自營pbv,自營psc,自營psv,自營pbsc,自營pbsv,自營pbcoi,自營pbvoi,自營pscoi,自營psvoi,自營pbscoi,自營pbsvoi,外資cbc,外資cbv,外資csc,外資csv,外資cbsc,外資cbsv,外資cbcoi,外資cbvoi,外資cscoi,外資csvoi,外資cbscoi,外資cbsvoi,外資pbc,外資pbv,外資psc,外資psv,外資pbsc,外資pbsv,外資pbcoi,外資pbvoi,外資pscoi,外資psvoi,外資pbscoi,外資pbsvoi,自營bc,自營bv,自營sc,自營sv,自營bsc,自營bsv,自營oibc,自營oibv,自營oisc,自營oisv,自營oibsc,自營oibsv,外資bc,外資bv,外資sc,外資sv,外資bsc,外資bsv,外資oibc,外資oibv,外資oisc,外資oisv,外資oibsc,外資oibsv,opwcp,opwp,opmcp,opmp
20161121,9009.78,9049.76,8986.4,9041.11,3730036.0,32.32,133958.0,889399.0,150933.0,2762135.0,53749,109279,55434,107835,-1685,1444,81978,252767,69634,290066,12344,-37299,71142,109527,73985,117949,-2843,-8422,93342,160143,107193,209625,-13851,-49482,22446,67510,20606,64744,1840,2766,86785,406230,33962,219754,52823,186476,24284,65253,21942,58588,2342,6665,120227,279315,48547,179785,71680,99530,9362,16858180,8137,14650152,1225,2208027,6595,11877776,5126,9227186,1469,2650590,21799,39242314,21259,38272473,540,969841,81778,147455108,15576,28075940,66202,119379168,72.0,9050,284.0,9000
20161122,9058.58,9161.19,9058.58,9133.39,4612376.0,92.28,150203.0,1000818.0,161680.0,3133626.0,138134,302252,116388,264577,21746,37676,101379,403307,67289,384656,34090,18651,150029,182202,181995,210923,-31966,-28721,85130,114605,130883,160666,-45753,-46061,51137,166232,41024,133837,10113,32395,96656,541922,33722,272450,62934,269472,37902,85141,33883,77743,4019,7398,127483,192615,51771,121947,75712,70668,17780,32383683,21693,39548006,-3913,-7164323,5559,10139959,8013,14628535,-2454,-4488576,37474,68291869,28917,52682479,8557,15609390,89337,163263739,14314,26146842,75023,137116897,44.0,9150,264.0,9100
20161123,9146.72,9202.72,9146.72,9178.23,4244923.0,44.84,158467.0,1066955.0,161245.0,3101987.0,102111,194245,99178,181089,2933,13156,90695,364937,58674,332685,32021,32252,107539,128903,132097,154828,-24558,-25925,67014,104126,104331,161827,-37317,-57701,34389,94784,27782,83254,6607,11530,100965,574424,32089,272120,68876,302304,28813,63052,23324,50561,5489,12492,130170,174590,47952,104477,82218,70113,12942,23725570,13679,25082623,-737,-1357053,5059,9256507,8404,15402849,-3345,-6146342,25939,47566774,24439,44809293,1500,2757481,89828,164840788,13116,24056385,76712,140784403,20.6,9200,68.5,9200
20161124,9164.84,9183.16,9137.56,9152.11,4008491.0,-26.12,157696.0,1053978.0,159319.0,3141993.0,61190,114916,64343,132138,-3153,-17222,98474,339354,69746,338650,28728,704,79120,115754,70401,126947,8719,-11193,82880,128763,111515,204107,-28635,-75344,20454,65797,19897,64009,557,1787,102820,534598,33402,256349,69418,278249,33869,81526,25910,72670,7959,8856,138418,196989,48221,113243,90197,83746,10637,19449159,10934,19982920,-297,-533761,4906,8945517,8618,15734194,-3712,-6788677,24750,45254215,27638,50537492,-2888,-5283276,88326,161464768,14636,26744298,73690,134720470,106.0,9150,108.5,9200
20161125,9149.35,9191.34,9148.63,9159.07,3651081.0,6.96,150165.0,1067170.0,158837.0,2968986.0,60122,131568,51345,96264,8777,35303,106496,376117,69011,341974,37485,34143,81854,111348,82487,124666,-633,-13318,91490,122042,120794,197806,-29304,-75764,23023,76783,21678,77197,1345,-414,104425,552401,33658,265613,70767,286788,26556,63432,22803,65398,3753,-1966,142923,179890,48976,105377,93947,74513,10151,18603710,11566,21195376,-1415,-2591666,4752,8683278,9812,17954498,-5060,-9271220,27441,50295170,25207,46194978,2234,4100192,90559,165887274,14469,26493727,76090,139393547,96.0,9150,93.5,9200
20161128,9167.33,9241.54,9167.33,9222.24,4224060.0,63.17,143949.0,991221.0,162299.0,3174702.0,88423,161667,78904,159421,9519,2246,116514,454864,69483,391893,47031,62971,119175,142818,128939,162695,-9764,-19878,89963,101216,128959,164478,-38996,-63262,37648,126885,34635,123379,3013,3506,108720,641514,34914,307531,73806,333983,33425,81897,34949,85587,-1524,-3689,145882,153709,53369,93094,92513,60615,14780,27224571,16425,30267721,-1645,-3043149,4647,8544576,11236,20701227,-6589,-12156651,35805,65970941,30892,56911427,4913,9059514,97027,178938645,15828,29177601,81199,149761044,75.5,9200,146.5,9200
20161129,9220.95,9249.06,9192.38,9192.38,4299072.0,-29.86,158216.0,1044503.0,164741.0,3176701.0,81170,110923,77205,117338,3965,-6415,121527,412075,70637,369350,50890,42725,100538,123401,98127,127316,2411,-3915,91958,115725,128522,187138,-36564,-71413,27478,81085,28714,82627,-1236,-1542,109384,609273,36852,295189,72532,314084,30965,79324,27452,66030,3513,13294,150410,182660,54380,104147,96030,78513,11663,21494349,11588,21349669,75,144680,4830,8862035,11320,20806518,-6490,-11944483,26842,49479614,29510,54401778,-2668,-4922164,94931,174671159,16694,30704470,78237,143966689,49.5,9200,133.0,9200
20161130,9196.09,9240.71,9189.62,9240.71,4703867.0,48.33,152268.0,1032068.0,161773.0,3091831.0,124856,198587,126517,166413,-1661,32174,108128,435481,62883,364806,45245,70675,137527,169544,147791,179863,-10264,-10318,70145,103178,119017,172753,-48872,-69575,29077,79626,29360,81797,-283,-2171,108162,636758,36417,306351,71745,330407,34784,73276,35471,75751,-687,-2474,144298,169312,57141,96398,87157,72914,17500,32238470,18178,33489192,-678,-1250722,4007,7364279,11225,20686900,-7218,-13322621,31610,58250299,29819,54951821,1791,3298477,97027,179012687,16968,31293208,80059,147719479,32.6,9250,121.5,9200
20161201,9245.55,9278.96,9241.78,9263.53,4105491.0,22.82,160061.0,953807.0,163736.0,3167442.0,68598,126758,63083,129290,5515,-2532,115649,480973,64879,397692,50770,83281,96029,127795,101830,139020,-5801,-11225,79526,98189,134106,158226,-54580,-60037,32487,97046,27677,99117,4810,-2071,113511,679003,36936,326854,76575,352149,34352,73236,30481,75212,3871,-1976,151732,147183,60650,86284,91082,60899,13492,24968402,13054,24160621,438,807781,4155,7664032,10959,20270102,-6804,-12606070,31515,58324405,31474,58242393,41,82012,98856,183040966,18669,34556047,80187,148484919,101.0,9250,101.0,9300
20161202,9214.56,9214.56,9165.9,9189.49,3748991.0,-74.04,163144.0,1103921.0,160496.0,3096453.0,91612,146396,113261,202800,-21649,-56404,116463,363051,87422,385851,29041,-22800,128654,253923,114257,230398,14397,23524,96710,185191,136735,268831,-40025,-83640,35168,82646,29837,89315,5331,-6669,120794,544680,38972,270172,81822,274508,45415,132825,34813,108906,10602,23919,163677,245172,61930,133380,101747,111792,18342,33631829,15152,27770766,3190,5861062,4854,8867727,8426,15412005,-3572,-6544278,28418,52101955,37399,68578156,-8981,-16476201,92091,168725289,21224,38874353,70867,129850936,109.0,9200,155.0,9200
20161205,9194.46,9212.19,9138.64,9160.66,3370115.0,-28.83,145488.0,1000741.0,148167.0,2836827.0,115819,220415,117477,219997,-1658,418,116738,337432,89437,358487,27301,-21055,103137,165972,96808,179267,6329,-13295,111767,176245,145369,270555,-33602,-94310,24704,70818,27973,78876,-3269,-8058,118942,517379,40381,261980,78561,255399,33851,97076,31005,93288,2846,3788,168481,238903,63914,133144,104567,105759,13898,25427328,14907,27279351,-1009,-1852022,4819,8791388,9450,17278271,-4631,-8486883,30584,55985579,29275,53574881,1309,2410698,93214,170665905,20783,38029818,72431,132636087,84.0,9150,82.0,9200
20161206,9209.8,9280.65,9209.8,9250.77,3646454.0,90.11,148098.0,1000556.0,157301.0,2912541.0,101821,231595,82106,138600,19715,92994,131610,510751,84505,428117,47105,82634,103243,105123,136501,142239,-33258,-37116,106043,94812,172843,166531,-66800,-71719,33915,103779,28388,97631,5527,6148,125166,642356,40962,325220,84204,317136,33678,101842,28398,86119,5280,15723,178339,192318,68561,109691,109778,82627,15548,28787760,18515,34292687,-2967,-5504927,6414,11839978,13953,25819811,-7539,-13979833,32070,59415513,24591,45560428,7479,13855085,100604,186312027,20458,37862986,80146,148449041,43.0,9250,53.4,9300
20161207,9279.0,9299.92,9247.5,9263.89,3579418.0,13.12,156387.0,1036509.0,156804.0,3182138.0,84451,108012,107711,157568,-23260,-49556,95009,431701,73639,400217,21370,31484,127055,137090,142705,149155,-15650,-12064,77573,80378,138453,164427,-60880,-84049,29200,69870,28693,74986,507,-5115,123292,634606,41513,325210,81779,309396,29632,61735,30280,65364,-648,-3630,175056,188701,71316,112388,103740,76313,14743,27338920,13443,24925903,1300,2413017,4490,8285956,10613,19635384,-6123,-11349428,21575,40007034,26675,49473648,-5100,-9466613,96898,179442383,21814,40376626,75084,139065757,7.699999999999999,9250,42.1,9300
20161208,9308.9,9376.41,9308.9,9375.86,4519794.0,111.97,173300.0,1101603.0,165737.0,3185129.0,101446,245384,98761,263958,2685,-18575,97824,579236,73706,497112,24118,82124,125595,144100,128094,150575,-2499,-6475,81801,61306,145232,110844,-63431,-49538,29053,100196,30933,122300,-1880,-22104,122953,809786,43053,423945,79900,385841,29222,58257,22178,60700,7044,-2443,184520,145424,73735,91172,110785,54252,15636,29220044,15830,29588641,-194,-368597,5505,10275900,11832,22143806,-6327,-11867906,27515,51438897,23445,43824989,4070,7613908,100066,187425854,20763,38867808,79303,148558046,99.5,9400,129.0,9400
20161209,9383.07,9399.25,9366.86,9392.68,3944629.0,16.82,173124.0,1138071.0,153831.0,2998011.0,48005,93975,45631,107474,2374,-13499,102647,609446,76142,525023,26505,84423,81024,75303,78467,94120,2557,-18817,91581,60458,152461,115391,-60880,-54933,20300,69636,22137,77973,-1837,-8337,123483,850064,45481,450956,78002,399108,26439,61336,23461,56846,2978,4490,192191,151547,78367,96619,113824,54928,8245,15469667,8829,16561162,-584,-1091495,5975,11183064,12843,24091715,-6868,-12908651,21768,40850670,18357,34453366,3411,6397305,101964,191409568,19219,36056864,82745,155352704,83.5,9400,119.5,9400
20161212,9402.05,9430.34,9336.45,9349.94,4020998.0,-42.74,163727.0,1003903.0,159439.0,2980773.0,99399,166943,102071,197383,-2672,-30439,105241,517515,81414,481335,23827,36180,135314,153993,119803,146186,15511,7807,103615,79166,148972,129059,-45357,-49893,38715,122918,41003,125093,-2288,-2175,123486,775062,47736,409398,75750,365664,51896,135253,44475,114959,7421,20294,207355,214268,86122,135953,121233,78315,16846,31641161,17259,32399265,-413,-758104,5564,10377543,13170,24616684,-7606,-14239141,31967,60026266,37436,70303190,-5469,-10276924,99937,186940146,22526,42118129,77411,144822017,68.0,9350,154.5,9300
20161213,9361.97,9382.14,9342.56,9382.14,3793656.0,32.20,157277.0,983884.0,153285.0,3003849.0,48857,70631,47252,74098,1605,-3467,107982,545060,82650,504172,25332,40888,67713,71432,63678,77681,4035,-6249,104017,63288,145339,103133,-41322,-39845,15756,49934,19064,60128,-3308,-10194,123638,808368,51203,439724,72435,368644,21252,48297,19577,47905,1675,392,211582,197537,88663,127417,122919,70120,8419,15764320,6877,12874363,1542,2889957,6336,11851696,12377,23188836,-6041,-11337140,24646,46140092,24453,45786783,193,353309,98881,185412345,21235,39795165,77646,145617180,49.0,9400,90.5,9400
20161214,9395.6,9413.13,9353.25,9368.52,3417758.0,-13.62,162197.0,1078077.0,154875.0,3079836.0,93081,137439,105673,145641,-12592,-8202,87308,499397,76708,472063,10600,27334,110129,113305,117792,122333,-7663,-9028,74372,69478,131056,111289,-56684,-41811,31895,80773,30048,79017,1847,1757,127912,793508,53448,430034,74464,363474,35590,78855,34244,83272,1346,-4417,208159,219226,92087,151292,116072,67934,11993,22493638,11298,21183424,695,1310214,6462,12072727,11886,22242136,-5424,-10169409,21212,39775806,24127,45254793,-2915,-5478987,97194,182042575,22287,41719884,74907,140322691,27.1,9350,23.1,9400
20161215,9337.21,9370.51,9309.79,9360.35,3806919.0,-8.17,152332.0,987005.0,150378.0,2874505.0,78176,111205,77865,133328,311,-22123,94440,465007,83578,476011,10862,-11004,99413,132845,88107,119119,11306,13726,89240,68691,134477,94499,-45237,-25808,33965,97827,34088,93816,-123,4011,132349,775918,58045,421938,74304,353980,52890,95924,30497,82336,22393,13587,228107,204982,89586,136002,138521,68980,17194,32099878,16851,31450522,343,649356,6620,12369953,11716,21923886,-5096,-9553933,39411,73595013,41424,77359216,-2013,-3764202,95945,179674945,23202,43430428,72743,136244517,99.5,9350,98.5,9400
20161216,9352.27,9379.75,9326.78,9326.78,3634673.0,-33.57,155845.0,1025423.0,152799.0,2941612.0,59406,81834,68081,129834,-8675,-47999,91022,372747,88919,427952,2103,-55205,77469,95859,62118,89315,15351,6543,101135,106349,131003,122813,-29868,-16464,21364,63199,23863,75976,-2499,-12776,130415,660692,58606,361183,71809,299509,21015,53531,22804,57196,-1789,-3665,228014,236104,91279,162867,136735,73237,16822,31434563,15664,29253697,1158,2180866,6620,12302098,10557,19630627,-3937,-7328529,31695,59207121,40016,74795898,-8321,-15588777,87781,163379572,23483,43700477,64298,119679095,92.5,9350,265.0,9300
20161219,9316.06,9317.03,9237.98,9239.32,3135908.0,-87.46,142528.0,823461.0,146079.0,2839747.0,97606,110610,90095,111380,7511,-770,95880,298289,86270,352641,9610,-54352,88699,131140,95150,160767,-6451,-29627,108088,139352,144418,196324,-36330,-56972,29848,72293,28547,72494,1301,-201,129964,547911,56825,294777,73139,253134,34089,87781,32790,89869,1299,-2088,231301,283791,93295,203254,138006,80537,19986,37064532,22372,41495224,-2386,-4430692,5160,9513438,11586,21388878,-6426,-11875440,57825,107266040,56251,104387892,1574,2878148,84754,156550784,18947,34996288,65807,121554496,66.0,9250,261.0,9200
20161220,9229.74,9258.69,9199.84,9242.41,3351829.0,3.09,130267.0,852258.0,151088.0,2969052.0,76982,84955,90967,107515,-13985,-22560,95288,310884,99655,390853,-4367,-79969,96185,172616,85265,115497,10920,57118,109092,128085,134464,131476,-25372,-3391,28189,61587,28737,66504,-548,-4917,132377,567565,59838,314546,72539,253019,33083,87272,36453,93663,-3370,-6390,230094,240560,95418,181798,134676,58762,21951,40545731,17920,33095236,4031,7450495,7893,14594523,10512,19440088,-2619,-4845565,55700,102840252,61180,112973192,-5480,-10132941,83022,153633926,22602,41829478,60420,111804448,42.5,9250,251.0,9200
20161221,9234.94,9263.5,9204.26,9204.26,3162523.0,-38.15,145660.0,950300.0,151892.0,3074927.0,80925,105595,105297,133730,-24372,-28135,40713,97409,41569,82367,-856,15042,94238,149369,105034,160885,-10796,-11516,38231,66019,42937,93256,-4706,-27237,21082,55969,23608,57248,-2526,-1278,49459,179210,25018,77742,24441,101468,23228,55809,21794,53484,1434,2326,65510,232537,34443,157092,31067,75445,21530,39781148,20270,37457315,1260,2323833,3633,6683638,6969,12843755,-3336,-6160117,26971,49839627,29988,55414947,-3017,-5575320,71883,132604129,13792,25435078,58091,107169051,32.1,9200,74.1,9200
20161222,9204.29,9209.72,9118.75,9118.75,3257966.0,-85.51,139169.0,929436.0,146231.0,2998664.0,99664,122917,98809,139907,855,-16990,55414,91803,55414,71283,0,20520,103626,169556,87044,183881,16582,-14325,66262,117322,54389,172416,11873,-55094,32758,82993,33105,89571,-347,-6578,53494,137571,29410,59604,24084,77967,47139,138914,34921,119938,12218,18976,79528,323033,36204,209616,43324,113417,13344,24441263,14200,26015601,-856,-1574338,4807,8756577,8947,16315158,-4140,-7558581,25140,46084557,29056,53281197,-3916,-7196641,71640,130768813,17656,32223291,53984,98545522,103.5,9100,167.5,9100
20161223,9112.33,9128.83,9078.64,9078.64,2907912.0,-40.11,126709.0,840286.0,157443.0,3143290.0,95882,120420,94013,130550,1869,-10130,62721,86889,60927,68302,1794,18587,90472,166340,86816,173446,3656,-7106,77470,146416,61695,218736,15775,-72320,27514,70916,30223,79516,-2709,-8600,55499,123566,34170,58984,21329,64582,30564,108378,30678,109105,-114,-727,81072,360310,37808,237500,43264,122810,11307,20599986,11235,20462062,72,137924,5050,9163367,9049,16434370,-3999,-7271003,24213,44123115,24789,45177645,-576,-1054530,70198,127628713,17184,31236165,53014,96392548,81.5,9100,156.0,9100
20161226,9088.99,9127.74,9083.28,9110.54,2015119.0,31.90,113334.0,788898.0,136208.0,2710205.0,66626,76678,59388,76001,7238,677,72128,101737,63102,81978,9026,19759,75789,119783,66553,93054,9236,26729,85893,123710,60867,157389,25026,-33679,20439,43346,16464,41429,3975,1917,57549,135497,32232,64592,25317,70905,18972,53173,16577,52397,2395,775,84129,320153,38479,210194,45650,109959,7581,13814661,6815,12414433,766,1400228,5203,9475619,8360,15235421,-3157,-5759802,12726,23185790,12768,23263235,-42,-77444,70601,128813247,17716,32316911,52885,96496336,60.0,9100,141.0,9100
20161227,9120.88,9132.05,9100.83,9109.27,2069625.0,-1.27,124798.0,813241.0,133023.0,2757777.0,43273,43936,41688,46357,1585,-2422,75202,95712,64591,74676,10611,21036,48241,64976,46492,64372,1749,604,89203,129900,62428,165130,26775,-35230,11521,28827,11765,31296,-244,-2469,57798,129679,32725,62452,25073,67227,14523,38092,11822,35286,2701,2806,87393,329700,39042,216956,48351,112744,4657,8490265,4521,8241074,136,249191,5267,9580306,8269,15051084,-3002,-5470778,10298,18775061,10950,19963470,-652,-1188409,69650,126925369,17502,31887939,52148,95037430,39.5,9100,127.0,9100
20161228,9120.9,9203.56,9120.9,9201.4,2748774.0,92.13,122255.0,817517.0,137110.0,2765432.0,112239,187477,111792,171344,447,16134,52760,134776,51420,93848,1340,40928,95423,118859,116091,134279,-20668,-15420,56712,79330,49751,96125,6961,-16795,42087,107747,31976,90051,10111,17696,58724,178685,27257,80084,31467,98601,36334,77993,28946,68499,7388,9494,88692,247747,38146,153588,50546,94159,13807,25335390,12973,23822149,834,1513241,5324,9784676,7443,13688783,-2119,-3904107,24426,44829591,20044,36788427,4382,8041164,71786,132222749,15093,27791096,56693,104431653,2.3000000000000003,9200,57.1,9200
20161229,9172.39,9196.02,9149.16,9153.09,2674087.0,-48.31,134809.0,887448.0,141432.0,2990338.0,85497,111408,70813,124032,14684,-12624,75170,131887,59261,99745,15909,32142,88718,106125,76021,147135,12697,-41010,84832,105726,65248,168815,19584,-63089,23930,67580,25295,74727,-1365,-7147,60373,163389,30278,76741,30095,86648,31751,68155,25636,74699,6115,-6544,98068,278262,41322,181926,56746,96336,8079,14845647,9471,17401426,-1392,-2555779,4744,8688033,8136,14916972,-3392,-6228939,24545,45110921,21248,39054875,3297,6056046,73487,134916625,13442,24669769,60045,110246856,97.0,9150,93.0,9200
20161230,9186.3,9259.09,9186.3,9253.5,2704146.0,100.41,134088.0,872621.0,151080.0,3260549.0,121218,220848,107406,200571,13812,20277,90672,198928,60986,151932,29686,46996,122659,157214,114502,138318,8157,18896,90669,86167,62936,95848,27733,-9681,42825,127822,37432,119383,5393,8439,65291,214665,29776,103717,35515,110948,40977,87003,31891,79889,9086,7114,107098,223741,41285,135150,65813,88591,14946,27652268,14501,26826044,445,826224,5835,10782498,8783,16247610,-2948,-5465112,31098,57533973,28922,53512968,2176,4021005,76232,141189762,13629,25231793,62603,115957969,78.0,9250,79.0,9300
20170103,9252.56,9273.65,9235.95,9272.88,2464884.0,19.38,135989.0,851250.0,136603.0,3028558.0,80600,100635,76241,123473,4359,-22837,101038,203240,66965,185615,34073,17625,97098,117894,87488,99783,9610,18110,94874,80126,57472,74606,37402,5520,28005,76052,27444,75916,561,136,67216,221276,31140,109121,36076,112155,29168,67045,30246,72772,-1078,-5728,107468,198158,42722,123757,64746,74401,11262,20853554,8686,16078513,2576,4775041,7593,14065396,7948,14729103,-355,-663707,23744,43951140,27092,50153994,-3348,-6202854,73071,135595738,13653,25324163,59418,110271575,60.0,9250,45.5,9300
20170104,9279.52,9299.62,9266.03,9286.96,2856067.0,14.08,145898.0,958504.0,140310.0,2926807.0,88519,125291,96893,132069,-8374,-6778,66660,170654,51366,104025,15294,66629,97414,118782,118770,128821,-21356,-10038,62589,74604,49311,75645,13278,-1041,26390,69895,24698,68083,1692,1812,65740,209984,30935,98284,34805,111700,25061,49812,22967,54720,2094,-4907,100895,195937,43958,129099,56937,66838,11280,20929516,13284,24642993,-2004,-3713476,5689,10522072,8098,14992221,-2409,-4470149,21667,40204316,24098,44715422,-2431,-4511105,71394,132356111,14127,26178845,57267,106177266,14.7,9300,53.0,9300
